_id,repo_full_name,user_login,user_id,starred_at,user_type,user_location,user_company,repo_name
6824cd8e0ce5dcec7842e35c,academic/awesome-datascience,chintangatecha,2245680,2014-08-01T06:34:51+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e35d,academic/awesome-datascience,LeoSolaris,236840,2014-08-01T13:20:51+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e35e,academic/awesome-datascience,tonidy,823034,2014-08-01T17:38:51+00:00,User,Indonesia,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e35f,academic/awesome-datascience,joshuaecook,923090,2014-08-01T20:48:57+00:00,User,NaN,Emcien,academic_awesome-datascience
6824cd8e0ce5dcec7842e360,academic/awesome-datascience,stober,492369,2014-08-01T21:33:10+00:00,User,"Austin, TX",@stober,academic_awesome-datascience
6824cd8e0ce5dcec7842e361,academic/awesome-datascience,ludwigm,471035,2014-08-02T20:28:12+00:00,User,Germany,Netlight Consulting,academic_awesome-datascience
6824cd8e0ce5dcec7842e362,academic/awesome-datascience,heathmills,4287072,2014-08-03T23:28:17+00:00,User,"Charleston, SC",NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e363,academic/awesome-datascience,Archs,4538154,2014-08-05T04:46:04+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e364,academic/awesome-datascience,scrivna,53125,2014-08-05T10:12:57+00:00,User,Canada,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e365,academic/awesome-datascience,ktaranov,6460726,2014-08-05T13:20:49+00:00,User,Moscow,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e366,academic/awesome-datascience,oxnr,1712926,2014-08-06T14:54:58+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e367,academic/awesome-datascience,sallyblockchain,1871047,2014-08-06T15:05:38+00:00,User,"Cupertino, CA",NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e368,academic/awesome-datascience,datawrangling,60860,2014-08-07T05:59:09+00:00,User,"San Francisco, CA",SkipFlag,academic_awesome-datascience
6824cd8e0ce5dcec7842e369,academic/awesome-datascience,justinobney,1054188,2014-08-07T14:33:36+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e36a,academic/awesome-datascience,TheDataNerd,7821114,2014-08-08T06:56:59+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e36b,academic/awesome-datascience,flynnwang,1442332,2014-08-12T14:37:36+00:00,User,NaN,NaN,academic_awesome-datascience
6824cd8e0ce5dcec7842e36c,academic/awesome-datascience,jilitheyoda,8027076,2014-08-13T13:05:44+00:00,User,Boston,Yesware,academic_awesome-datascience
6824cd8e0ce5dcec7842e3be,afshinea/stanford-cs-229-machine-learning,alexlinde,1546353,2018-08-07T16:02:32+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3bf,afshinea/stanford-cs-229-machine-learning,DavidCorn,12479847,2018-08-07T16:31:50+00:00,User,"San Francisco, CA",Uber,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c0,afshinea/stanford-cs-229-machine-learning,cdlewis,553949,2018-08-07T16:54:33+00:00,User,"Brooklyn, New York",@Uber,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c1,afshinea/stanford-cs-229-machine-learning,yangliu92,11000973,2018-08-07T17:42:20+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c2,afshinea/stanford-cs-229-machine-learning,monkey570,10096249,2018-08-08T13:01:42+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c3,afshinea/stanford-cs-229-machine-learning,LalitSinghChauhan,34405593,2018-08-12T11:30:51+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c4,afshinea/stanford-cs-229-machine-learning,Tiwarim386,30215862,2018-08-12T12:35:50+00:00,User,Bangalore,Treebo Hotels,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c5,afshinea/stanford-cs-229-machine-learning,rh314,12065941,2018-08-12T18:10:34+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c6,afshinea/stanford-cs-229-machine-learning,Taksir,30241683,2018-08-19T23:11:14+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c7,afshinea/stanford-cs-229-machine-learning,ml874,32149087,2018-08-19T23:30:47+00:00,User,New York,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c8,afshinea/stanford-cs-229-machine-learning,latticetower,108794,2018-08-19T23:33:37+00:00,User,"Saarland, Germany",@kalininalab ,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3c9,afshinea/stanford-cs-229-machine-learning,stanlee321,7696948,2018-08-19T23:48:29+00:00,User,Bolivia,deepmicrosystems.com,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ca,afshinea/stanford-cs-229-machine-learning,RozenAstrayChen,19503080,2018-08-20T00:01:08+00:00,User,Taiwan,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3cb,afshinea/stanford-cs-229-machine-learning,DuongTran1708,7487404,2018-08-20T02:21:43+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3cc,afshinea/stanford-cs-229-machine-learning,jsoons,8492083,2018-08-20T04:19:13+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3cd,afshinea/stanford-cs-229-machine-learning,denicaM,30797051,2018-08-20T05:07:59+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ce,afshinea/stanford-cs-229-machine-learning,eliekawerk,15185325,2018-08-20T05:25:19+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3cf,afshinea/stanford-cs-229-machine-learning,aywengo,800531,2018-08-20T06:09:37+00:00,User,"Poznan, Poland",epo.org,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d0,afshinea/stanford-cs-229-machine-learning,sp1thas,8322266,2018-08-20T06:36:14+00:00,User,"Thessaloniki, Greece",@pricehubble,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d1,afshinea/stanford-cs-229-machine-learning,tnmygrwl,11278685,2018-08-20T07:08:59+00:00,User,Global Minima,@plixai,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d2,afshinea/stanford-cs-229-machine-learning,st2rseeker,7680529,2018-08-20T07:20:42+00:00,User,Israel,Vulcan Cyber,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d3,afshinea/stanford-cs-229-machine-learning,AzizCode92,19540527,2018-08-20T07:20:52+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d4,afshinea/stanford-cs-229-machine-learning,sandoor,4688024,2018-08-20T07:21:17+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d5,afshinea/stanford-cs-229-machine-learning,vankhoa21991,26940413,2018-08-20T07:45:26+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d6,afshinea/stanford-cs-229-machine-learning,VincentMatthys,23283496,2018-08-20T08:46:51+00:00,User,Paris ,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d7,afshinea/stanford-cs-229-machine-learning,HackyRoot,18494493,2018-08-20T09:00:18+00:00,User,India,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d8,afshinea/stanford-cs-229-machine-learning,basiliyos,8180725,2018-08-20T09:05:08+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3d9,afshinea/stanford-cs-229-machine-learning,NagaMalleswaraRao,19686485,2018-08-20T09:57:27+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3da,afshinea/stanford-cs-229-machine-learning,drawar,8427459,2018-08-20T10:01:36+00:00,User,Singapore,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3db,afshinea/stanford-cs-229-machine-learning,chinmaydas96,13569963,2018-08-20T11:44:03+00:00,User,"Hyderabad, India",NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3dc,afshinea/stanford-cs-229-machine-learning,shacharm2,4841128,2018-08-20T11:53:20+00:00,User,Tel Aviv,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3dd,afshinea/stanford-cs-229-machine-learning,JIElite,6872274,2018-08-20T12:28:13+00:00,User,"Taipei, Taiwan",NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3de,afshinea/stanford-cs-229-machine-learning,TejasReddy9,13059161,2018-08-20T13:05:52+00:00,User,Hyderabad,Vodafone,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3df,afshinea/stanford-cs-229-machine-learning,mikekoopie,8300476,2018-08-20T13:35:30+00:00,User,Nederland,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e0,afshinea/stanford-cs-229-machine-learning,alyssaq,2819448,2018-08-20T15:34:56+00:00,User,Singapore,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e1,afshinea/stanford-cs-229-machine-learning,jagveer-gandhi,42089846,2018-08-20T15:35:44+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e2,afshinea/stanford-cs-229-machine-learning,Chikrix,7286891,2018-08-20T16:37:42+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e3,afshinea/stanford-cs-229-machine-learning,fxfactorial,3036816,2018-08-20T16:53:41+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e4,afshinea/stanford-cs-229-machine-learning,thisray,16775584,2018-08-20T17:04:21+00:00,User,Taiwan,National Tsing Hua University,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e5,afshinea/stanford-cs-229-machine-learning,bsschwar,12904093,2018-08-20T17:18:39+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e6,afshinea/stanford-cs-229-machine-learning,sv1990,10049515,2018-08-20T17:29:48+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e7,afshinea/stanford-cs-229-machine-learning,marknabil,2058625,2018-08-20T18:23:11+00:00,User,France,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e8,afshinea/stanford-cs-229-machine-learning,goodrahstar,5167126,2018-08-20T18:42:56+00:00,User,Lisbon,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3e9,afshinea/stanford-cs-229-machine-learning,amirhyoussefi,328194,2018-08-20T19:14:08+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ea,afshinea/stanford-cs-229-machine-learning,clintval,4634699,2018-08-20T19:14:20+00:00,User,Seattle or Boston,@fulcrumgenomics,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3eb,afshinea/stanford-cs-229-machine-learning,MinhajMoin,21280679,2018-08-20T19:52:37+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ec,afshinea/stanford-cs-229-machine-learning,ajinkyapuar,9402461,2018-08-20T19:57:15+00:00,User,"Pune, India",NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ed,afshinea/stanford-cs-229-machine-learning,GKalliatakis,860417,2018-08-20T20:04:25+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ee,afshinea/stanford-cs-229-machine-learning,dbaird987,10604040,2018-08-20T20:19:01+00:00,User,NaN,NaN,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e3ef,afshinea/stanford-cs-229-machine-learning,edmundmiller,20095261,2018-08-20T20:29:27+00:00,User,Texas,@seqeralabs,afshinea_stanford-cs-229-machine-learning
6824cd8e0ce5dcec7842e487,AMAI-GmbH/AI-Expert-Roadmap,rlirli,57397330,2020-10-29T11:10:31+00:00,User,Stockholm,@AMAI-GmbH ,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e488,AMAI-GmbH/AI-Expert-Roadmap,spekulatius,8433587,2020-10-29T15:26:40+00:00,User,127.0.0.1,@bringyourownideas ,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e489,AMAI-GmbH/AI-Expert-Roadmap,tiberiuichim,141568,2020-10-29T16:02:27+00:00,User,Romania,@eea @eaudeweb,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48a,AMAI-GmbH/AI-Expert-Roadmap,astorfi,13461059,2020-10-29T16:09:19+00:00,User,"Reston, VA",Meta,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48b,AMAI-GmbH/AI-Expert-Roadmap,nikitavoloboev,6391776,2020-10-29T16:37:36+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48c,AMAI-GmbH/AI-Expert-Roadmap,Kk-ships,50666420,2020-10-29T16:39:23+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48d,AMAI-GmbH/AI-Expert-Roadmap,Eigenheim,7229475,2020-10-29T16:45:20+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48e,AMAI-GmbH/AI-Expert-Roadmap,GrahamEckel,9220457,2020-10-29T16:52:52+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e48f,AMAI-GmbH/AI-Expert-Roadmap,prathisahrudh,40433029,2020-10-29T17:01:12+00:00,User,"Bangalore, India",@nielsen,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e490,AMAI-GmbH/AI-Expert-Roadmap,erolkibris,25587323,2020-10-29T17:04:44+00:00,User,Turkey,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e491,AMAI-GmbH/AI-Expert-Roadmap,Leonard-Plotkin,9323730,2020-10-29T17:13:35+00:00,User,Germany,AMAI GmbH,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e492,AMAI-GmbH/AI-Expert-Roadmap,droumis,6613202,2020-10-29T17:16:19+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e493,AMAI-GmbH/AI-Expert-Roadmap,jkrishnan95v,20204692,2020-10-29T17:18:07+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e494,AMAI-GmbH/AI-Expert-Roadmap,codelover96,12110485,2020-10-29T17:22:37+00:00,User,"Greece, Thessaloniki",NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e495,AMAI-GmbH/AI-Expert-Roadmap,anananaikar,30660980,2020-10-29T17:22:39+00:00,User,NaN,@axenhammer @SVCE-ACM @,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e496,AMAI-GmbH/AI-Expert-Roadmap,wilsonwan,42862478,2020-10-29T17:24:58+00:00,User,"London, England",NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e497,AMAI-GmbH/AI-Expert-Roadmap,Kabayomi,10805683,2020-10-29T17:31:49+00:00,User,NaN,@yomikoye,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e498,AMAI-GmbH/AI-Expert-Roadmap,mdm,75325,2020-10-29T17:36:55+00:00,User,Germany,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e499,AMAI-GmbH/AI-Expert-Roadmap,Noia177,73663089,2020-10-29T17:48:37+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49a,AMAI-GmbH/AI-Expert-Roadmap,mattbona,61428922,2020-10-29T17:55:59+00:00,User,Milan,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49b,AMAI-GmbH/AI-Expert-Roadmap,Mistah-H,28708168,2020-10-29T17:56:41+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49c,AMAI-GmbH/AI-Expert-Roadmap,MeanderingJing,73496405,2020-10-29T18:04:01+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49d,AMAI-GmbH/AI-Expert-Roadmap,gvarg75,60016281,2020-10-29T18:06:00+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49e,AMAI-GmbH/AI-Expert-Roadmap,deathnoise,2508291,2020-10-29T18:09:05+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e49f,AMAI-GmbH/AI-Expert-Roadmap,SpamLicker,5402068,2020-10-29T18:13:43+00:00,User,United Kingdom,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a0,AMAI-GmbH/AI-Expert-Roadmap,ZackBarry,27252627,2020-10-29T18:15:15+00:00,User,"Seattle, WA",Atlassian,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a1,AMAI-GmbH/AI-Expert-Roadmap,teddyk251,34500735,2020-10-29T18:18:30+00:00,User,"Addis Ababa, Ethiopia",NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a2,AMAI-GmbH/AI-Expert-Roadmap,AmrMKayid,18689888,2020-10-29T18:21:46+00:00,User,Canada,co:X,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a3,AMAI-GmbH/AI-Expert-Roadmap,william-wls-code,64423945,2020-10-29T18:25:06+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a4,AMAI-GmbH/AI-Expert-Roadmap,pparkinson,39538774,2020-10-29T18:25:26+00:00,User,NaN,@sap,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a5,AMAI-GmbH/AI-Expert-Roadmap,chagen24,17016955,2020-10-29T18:31:47+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a6,AMAI-GmbH/AI-Expert-Roadmap,Targunitoth,7016413,2020-10-29T18:34:52+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a7,AMAI-GmbH/AI-Expert-Roadmap,imndaiga,7655125,2020-10-29T18:37:27+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a8,AMAI-GmbH/AI-Expert-Roadmap,babatunde360,14240965,2020-10-29T18:43:53+00:00,User,"lagos,nigeria",NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4a9,AMAI-GmbH/AI-Expert-Roadmap,wenod,45617,2020-10-29T18:46:24+00:00,User,Bengaluru,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4aa,AMAI-GmbH/AI-Expert-Roadmap,nsandau,12936029,2020-10-29T18:49:30+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4ab,AMAI-GmbH/AI-Expert-Roadmap,swe1902119,65288733,2020-10-29T18:50:07+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4ac,AMAI-GmbH/AI-Expert-Roadmap,yarassyla,52969603,2020-10-29T18:51:05+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4ad,AMAI-GmbH/AI-Expert-Roadmap,taha7ussein007,16554904,2020-10-29T18:51:43+00:00,User,Cairo,_VOIS,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4ae,AMAI-GmbH/AI-Expert-Roadmap,keonroohparvar,45752417,2020-10-29T18:54:57+00:00,User,"San Diego, CA",NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4af,AMAI-GmbH/AI-Expert-Roadmap,sarvasvarora,50026351,2020-10-29T18:57:02+00:00,User,Vancouver | Montreal | New Delhi,SDE Intern @ Amazon | CS @ McGill University,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4b0,AMAI-GmbH/AI-Expert-Roadmap,JakubKoralewski,43069023,2020-10-29T18:59:25+00:00,User,Poland,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4b1,AMAI-GmbH/AI-Expert-Roadmap,ReemRashwan,30978319,2020-10-29T18:59:25+00:00,User,NaN,NaN,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4b2,AMAI-GmbH/AI-Expert-Roadmap,radioactive11,26817752,2020-10-29T19:02:46+00:00,User,"New Delhi,India",@vidyo-ai,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4b3,AMAI-GmbH/AI-Expert-Roadmap,monkfromearth,19186342,2020-10-29T19:06:12+00:00,User,"Bhopal, India",@theinternetfolks,AMAI-GmbH_AI-Expert-Roadmap
6824cd8e0ce5dcec7842e4b4,AMAI-GmbH/AI-Expert-Roadmap,stroncod,7651497,2020-10-29T19:08:59+00:00,User,"Santiago, Chile",NSF NOIRLab,AMAI-GmbH_AI-Expert-Roadmap
