_id,repo_full_name,user_login,user_id,starred_at,user_type,user_location,user_company,repo_name
6824cd8e0ce5dcec7842e7df,apache/superset,fjy,428325,2015-07-22T00:45:43+00:00,User,San Francisco Bay Area,Imply,apache_superset
6824cd8e0ce5dcec7842e7e0,apache/superset,vogievetsky,177816,2015-07-22T00:46:36+00:00,User,"San Francisco, CA",Imply Data,apache_superset
