repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
sinaptik-ai/pandas-ai,3001174831,2856215364,matteocacciola,28953594,2025-05-06T22:02:21+00:00,2025-05-06T22:02:21+00:00,Hello @ArslanSaleem @gdcsinaptik any chance to consider this PR?,0,0,0,0,0,0,0
sinaptik-ai/pandas-ai,2999290301,2850447216,gdcsinaptik,171672491,2025-05-05T09:36:24+00:00,2025-05-05T09:36:24+00:00,Thanks for telling us. Marked as new feature. Let's see if the community really wants it. Feel free to contribute to the open source project with this feature and your company resource if you need to speed up development :),0,0,0,0,0,0,0
