repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
fastai/fastbook,3038567411,2849875980,review-notebook-app[bot],41993974,2025-05-05T04:24:14+00:00,2025-05-05T04:24:14+00:00,"Check out this pull request on&nbsp; <a href=""https://app.reviewnb.com/fastai/fastbook/pull/675""><img align=""absmiddle""  alt=""ReviewNB"" height=""28"" class=""BotMessageButtonImage"" src=""https://raw.githubusercontent.com/ReviewNB/support/master/images/button_reviewnb.png""/></a> 

 See visual diffs & provide feedback on Jupyter Notebooks. 

---

 <i>Powered by <a href='https://www.reviewnb.com/?utm_source=gh'>ReviewNB</a></i>",0,0,0,0,0,0,0
fastai/fastbook,2958051660,2763390287,review-notebook-app[bot],41993974,2025-03-29T14:27:58+00:00,2025-03-29T14:27:58+00:00,"Check out this pull request on&nbsp; <a href=""https://app.reviewnb.com/fastai/fastbook/pull/673""><img align=""absmiddle""  alt=""ReviewNB"" height=""28"" class=""BotMessageButtonImage"" src=""https://raw.githubusercontent.com/ReviewNB/support/master/images/button_reviewnb.png""/></a> 

 See visual diffs & provide feedback on Jupyter Notebooks. 

---

 <i>Powered by <a href='https://www.reviewnb.com/?utm_source=gh'>ReviewNB</a></i>",0,0,0,0,0,0,0
