repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
dair-ai/ML-YouTube-Courses,1574505444,1421342649,omarsar,7049564,2023-02-07T19:39:22+00:00,2023-02-07T19:39:22+00:00,"Thanks, @pitmonticone! Really appreciate your effort to help maintain this repo. :)",1,1,0,0,0,0,0
dair-ai/ML-YouTube-Courses,1306160024,1185987272,omarsar,7049564,2022-07-15T22:09:53+00:00,2022-07-15T22:09:53+00:00,"Amazing! Thank you, @parhamsaremi!",0,0,0,0,0,0,0
