repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
bharathgs/Awesome-pytorch-list,2485164612,2308767468,zcy5417,25856698,2024-08-25T10:23:02+00:00,2024-08-25T10:23:02+00:00,已收到！祝每天开开心心！！,0,0,0,0,0,0,0
bharathgs/Awesome-pytorch-list,2485164612,2373803551,zcy5417,25856698,2024-09-25T11:21:11+00:00,2024-09-25T11:21:11+00:00,已收到！祝每天开开心心！！,0,0,0,0,0,0,0
