repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
AMAI-GmbH/AI-Expert-Roadmap,1792144415,1858331872,eshanth03,133102459,2023-12-15T18:41:31+00:00,2023-12-15T18:41:51+00:00,"Yah , _3B1B_ Explanations are great 

You should consider it ",2,2,0,0,0,0,0
AMAI-GmbH/AI-Expert-Roadmap,1749649268,1646657328,chanleeip,116068253,2023-07-22T19:39:07+00:00,2023-07-22T19:39:07+00:00,Same doubt,1,1,0,0,0,0,0
